rank,lemma,zipf_freq,evidence,in_workbook
1755,discharge,3.930,verbnet+brown+wn-primary,yes
1756,dodge,3.930,verbnet+brown+wn-primary,no
1757,halt,3.930,verbnet+brown+wn-primary,no
1758,jar,3.930,verbnet+wn-primary,yes
1759,mentor,3.930,wn-primary,no
1760,merchandise,3.930,brown+wn-primary,no
1761,offend,3.570,verbnet+brown+wn-primary,yes
1762,pierce,3.930,verbnet+brown+wn-primary,yes
1763,regiment,3.930,wn-primary,no
1764,steer,3.720,verbnet+brown+wn-primary,yes
1765,tenure,3.930,wn-primary,no
1766,absorb,3.810,verbnet+brown+wn-primary,yes
1767,bake,3.910,verbnet+brown+wn-primary,yes
1768,boo,3.920,wn-primary,no
1769,crane,3.920,verbnet,yes
1770,enrol,2.670,brown+wn-primary,no
1771,exceed,3.920,verbnet+brown+wn-primary,yes
1772,exclude,3.780,verbnet+brown+wn-primary,no
1773,hail,3.920,verbnet+brown+wn-primary,yes
1774,interpret,3.810,verbnet+brown+wn-primary,yes
1775,lend,3.920,verbnet+brown+wn-primary,yes
1776,lounge,3.920,verbnet+brown+wn-primary,yes
1777,outline,3.920,verbnet+brown+wn-primary,yes
1778,receipt,3.920,wn-primary,no
1779,sculpture,3.920,verbnet+brown+wn-primary,yes
1780,wax,3.920,verbnet+brown+wn-primary,yes
1781,ambition,3.910,wn-primary,no
1782,automate,3.080,brown+wn-primary,no
1783,catalog,3.910,wn-primary,no
1784,catalogue,3.910,verbnet+brown+wn-primary,yes
1785,compliment,3.910,verbnet+brown+wn-primary,yes
1786,glance,3.910,verbnet+brown+wn-primary,yes
1787,glow,3.910,verbnet+brown+wn-primary,yes
1788,hay,3.910,verbnet+wn-primary,no
1789,inherit,3.520,verbnet+brown+wn-primary,yes
1790,massacre,3.910,verbnet+wn-primary,yes
1791,nickname,3.910,verbnet+wn-primary,yes
1792,paste,3.910,verbnet+brown+wn-primary,yes
1793,pioneer,3.910,verbnet+brown+wn-primary,yes
1794,prescribe,3.390,brown+wn-primary,no
1795,sack,3.910,verbnet+wn-primary,yes
1796,stare,3.910,verbnet+brown+wn-primary,yes
1797,toss,3.910,verbnet+brown+wn-primary,yes
1798,turtle,3.910,wn-primary,no
1799,violate,3.750,brown+wn-primary,no
1800,analyze,3.840,verbnet+brown+wn-primary,yes
1801,balloon,3.900,verbnet+wn-primary,yes
1802,blunt,3.900,verbnet+brown+wn-primary,yes
1803,boob,3.410,wn-primary,no
1804,brigade,3.900,wn-primary,no
1805,champ,3.900,wn-primary,no
1806,chrome,3.900,verbnet+wn-primary,yes
1807,ditch,3.900,wn-primary,no
1808,dope,3.900,verbnet+wn-primary,yes
1809,esteem,3.900,verbnet+brown+wn-primary,yes
1810,fog,3.900,verbnet,yes
1811,gesture,3.900,verbnet+brown,yes
1812,mislead,3.220,verbnet+brown+wn-primary,yes
1813,opt,3.900,wn-primary,no
1814,rack,3.900,verbnet+brown+wn-primary,yes
1815,rebuild,3.900,verbnet+brown+wn-primary,yes
1816,scrap,3.900,verbnet+brown+wn-primary,yes
1817,shepherd,3.900,verbnet+wn-primary,yes
1818,shuttle,3.900,verbnet,yes
1819,slope,3.900,verbnet+wn-primary,yes
1820,snack,3.900,verbnet+wn-primary,yes
1821,spotlight,3.900,wn-primary,no
1822,stab,3.780,verbnet+wn-primary,yes
1823,unlock,3.900,verbnet+brown+wn-primary,yes
1824,vault,3.900,verbnet+wn-primary,yes
1825,vet,3.900,wn-primary,no
1826,broker,3.890,wn-primary,no
1827,cub,3.490,verbnet,yes
1828,dislike,3.890,verbnet+brown+wn-primary,yes
1829,embed,2.940,verbnet+brown+wn-primary,yes
1830,hawk,3.810,verbnet+wn-primary,yes
1831,plague,3.890,verbnet+brown,yes
1832,trademark,3.890,verbnet+wn-primary,no
1833,trim,3.890,verbnet+brown+wn-primary,yes
1834,voyage,3.890,wn-primary,no
1835,candle,3.880,wn-primary,no
1836,carve,3.410,verbnet+brown+wn-primary,yes
1837,clutch,3.880,verbnet+brown+wn-primary,no
1838,comprise,3.620,verbnet+brown+wn-primary,no
1839,distract,3.710,verbnet+brown+wn-primary,yes
1840,gossip,3.880,verbnet+brown+wn-primary,yes
1841,haul,3.880,verbnet+brown+wn-primary,yes
1842,interfere,3.880,brown+wn-primary,no
1843,leverage,3.880,wn-primary,no
1844,prompt,3.860,verbnet+brown+wn-primary,yes
1845,render,3.780,verbnet+brown+wn-primary,yes
1846,sour,3.880,verbnet,yes
1847,spoon,3.880,verbnet+wn-primary,yes
1848,terrace,3.880,wn-primary,no
1849,whistle,3.880,verbnet+brown+wn-primary,yes
1850,burke,3.870,wn-primary,no
1851,conceive,3.400,verbnet+brown+wn-primary,yes
1852,dissolve,3.490,verbnet+brown+wn-primary,yes
1853,endorse,3.630,verbnet+brown+wn-primary,yes
1854,haunt,3.540,verbnet+brown+wn-primary,yes
1855,incline,3.150,verbnet+brown+wn-primary,no
1856,marshal,3.870,brown+wn-primary,no
1857,neighbour,3.690,wn-primary,no
1858,repeal,3.870,brown+wn-primary,no
1859,roast,3.870,verbnet+brown+wn-primary,yes
1860,rubbish,3.870,wn-primary,no
1861,swallow,3.870,verbnet+brown+wn-primary,yes
1862,transmit,3.670,verbnet+brown+wn-primary,yes
1863,unify,3.070,verbnet+brown+wn-primary,no
1864,woo,3.870,verbnet+brown+wn-primary,yes
1865,zip,3.870,verbnet+wn-primary,yes
1866,antique,3.860,verbnet,no
1867,breeze,3.860,verbnet+wn-primary,yes
1868,curtain,3.860,verbnet+wn-primary,yes
1869,endanger,3.230,brown+wn-primary,no
1870,fade,3.860,verbnet+brown+wn-primary,yes
1871,fatigue,3.860,verbnet+brown+wn-primary,yes
1872,fringe,3.860,brown,no
1873,fulfill,3.860,verbnet+brown+wn-primary,yes
1874,referee,3.860,verbnet+wn-primary,yes
1875,relay,3.860,verbnet+brown,yes
1876,rig,3.860,brown+wn-primary,no
1877,scroll,3.860,wn-primary,no
1878,stunt,3.860,wn-primary,no
1879,surf,3.860,wn-primary,no
1880,sync,3.860,wn-primary,no
1881,tempt,3.220,verbnet+brown+wn-primary,yes
1882,thrust,3.860,verbnet+brown+wn-primary,yes
1883,whore,3.860,verbnet+wn-primary,yes
1884,bait,3.850,verbnet+wn-primary,yes
1885,bark,3.850,verbnet+wn-primary,yes
1886,clarify,3.850,verbnet+brown+wn-primary,yes
1887,constitute,3.850,verbnet+brown+wn-primary,no
1888,devastate,2.620,verbnet+brown+wn-primary,yes
1889,diagram,3.850,wn-primary,no
1890,erect,3.520,verbnet+brown+wn-primary,yes
1891,interrupt,3.610,brown+wn-primary,no
1892,levy,3.850,brown+wn-primary,no
1893,mock,3.850,verbnet+brown+wn-primary,yes
1894,obscure,3.850,verbnet+brown+wn-primary,yes
1895,portray,3.630,verbnet+brown+wn-primary,yes
1896,rim,3.850,verbnet+wn-primary,yes
1897,spiral,3.850,verbnet+brown+wn-primary,yes
1898,spit,3.850,verbnet+brown+wn-primary,yes
1899,splash,3.850,verbnet+brown+wn-primary,yes
1900,undertake,3.730,verbnet+brown+wn-primary,yes
1901,utter,3.850,verbnet+brown+wn-primary,yes
1902,bracket,3.840,verbnet+wn-primary,yes
1903,confront,3.800,verbnet+brown+wn-primary,yes
1904,creep,3.840,verbnet+brown+wn-primary,yes
1905,disclose,3.840,verbnet+brown+wn-primary,yes
1906,elbow,3.840,verbnet,yes
1907,envy,3.840,verbnet+brown+wn-primary,yes
1908,exile,3.840,verbnet+brown,yes
1909,gel,3.840,verbnet+wn-primary,yes
1910,goose,3.840,wn-primary,no
1911,grill,3.840,verbnet+brown+wn-primary,yes
1912,instruct,3.310,verbnet+brown+wn-primary,yes
1913,outrage,3.840,verbnet+brown+wn-primary,yes
1914,skate,3.740,verbnet+brown+wn-primary,yes
1915,slaughter,3.840,verbnet+brown+wn-primary,yes
1916,spill,3.840,verbnet+brown+wn-primary,yes
1917,swamp,3.840,wn-primary,no
1918,swan,3.840,verbnet+wn-primary,yes
1919,testify,3.840,verbnet+brown+wn-primary,yes
1920,tolerate,3.840,verbnet+brown+wn-primary,yes
1921,allocate,3.310,verbnet+brown+wn-primary,yes
1922,boil,3.830,verbnet+brown+wn-primary,yes
1923,convey,3.830,verbnet+brown+wn-primary,yes
1924,critique,3.830,wn-primary,no
1925,decay,3.830,verbnet+brown+wn-primary,yes
1926,discourse,3.830,wn-primary,no
1927,exploit,3.830,verbnet+brown+wn-primary,yes
1928,notify,3.730,verbnet+brown+wn-primary,yes
1929,obey,3.830,verbnet+brown+wn-primary,no
1930,ramp,3.830,wn-primary,no
1931,reef,3.830,wn-primary,no
1932,refine,3.280,verbnet+brown+wn-primary,yes
1933,refresh,3.650,verbnet+brown+wn-primary,yes
1934,reinforce,3.680,verbnet+brown+wn-primary,yes
1935,remedy,3.820,verbnet+brown+wn-primary,yes
1936,reset,3.830,wn-primary,no
1937,shave,3.830,verbnet+brown+wn-primary,yes
1938,thieve,1.660,verbnet+brown+wn-primary,yes
1939,utilize,3.750,verbnet+brown+wn-primary,yes
1940,zoom,3.830,verbnet+brown+wn-primary,yes
1941,addict,3.680,verbnet+brown+wn-primary,no
1942,confess,3.820,verbnet+brown+wn-primary,yes
1943,confine,2.920,verbnet+brown+wn-primary,yes
1944,consolidate,3.470,verbnet+brown+wn-primary,yes
1945,coordinate,3.820,brown+wn-primary,no
1946,cube,3.820,verbnet,yes
1947,decree,3.820,verbnet+brown+wn-primary,yes
1948,deliberate,3.820,verbnet+wn-primary,yes
1949,despair,3.820,verbnet+brown+wn-primary,yes
1950,drift,3.820,verbnet+brown+wn-primary,yes
1951,dye,3.820,verbnet+brown+wn-primary,yes
1952,endure,3.820,verbnet+brown+wn-primary,yes
1953,fragment,3.550,verbnet+brown,yes
1954,hatch,3.820,verbnet+brown+wn-primary,yes
1955,lace,3.820,verbnet+wn-primary,yes
1956,nap,3.820,verbnet,yes
1957,nickel,3.820,verbnet,yes
1958,overlook,3.530,verbnet+brown+wn-primary,no
1959,pardon,3.820,verbnet+brown+wn-primary,yes
1960,persuade,3.820,verbnet+brown+wn-primary,yes
1961,quiz,3.820,verbnet+wn-primary,yes
1962,replay,3.820,verbnet+wn-primary,yes
1963,scent,3.820,verbnet+brown+wn-primary,yes
1964,slate,3.820,verbnet+wn-primary,yes
1965,surge,3.820,verbnet+brown+wn-primary,yes
1966,tee,3.820,wn-primary,no
1967,yacht,3.820,verbnet+wn-primary,yes
1968,barber,3.810,wn-primary,no
1969,bash,3.810,verbnet+wn-primary,yes
1970,boycott,3.810,verbnet+wn-primary,no
1971,carpenter,3.810,wn-primary,no
1972,detain,3.210,verbnet+wn-primary,yes
1973,doom,3.810,brown+wn-primary,no
1974,dub,3.640,verbnet+brown+wn-primary,yes
1975,eclipse,3.810,wn-primary,no
1976,expire,3.540,verbnet+brown+wn-primary,yes
1977,fundraise,2.430,wn-primary,no
1978,glimpse,3.810,verbnet+brown,yes
1979,kindle,3.810,verbnet+wn-primary,yes
1980,prolong,3.210,verbnet+brown+wn-primary,no
1981,spoil,3.810,verbnet+brown+wn-primary,yes
1982,submarine,3.810,wn-primary,no
1983,temper,3.810,wn-primary,no
1984,undergo,3.810,brown+wn-primary,no
1985,align,3.630,brown+wn-primary,no
1986,awe,3.800,verbnet+brown+wn-primary,yes
1987,coffin,3.800,wn-primary,no
1988,crow,3.800,verbnet+brown+wn-primary,yes
1989,displace,2.970,brown+wn-primary,no
1990,explode,3.800,verbnet+brown+wn-primary,yes
1991,flush,3.800,verbnet+brown+wn-primary,yes
1992,glue,3.800,verbnet+brown+wn-primary,yes
1993,microwave,3.800,verbnet+wn-primary,yes
1994,minimize,3.800,verbnet+brown+wn-primary,yes
1995,originate,3.370,verbnet+brown+wn-primary,no
1996,peel,3.800,verbnet+brown+wn-primary,yes
1997,picnic,3.800,verbnet,yes
1998,retrieve,3.690,verbnet+brown+wn-primary,yes
1999,sting,3.800,verbnet+brown+wn-primary,yes
2000,tick,3.800,verbnet+brown+wn-primary,yes
2001,vent,3.800,brown,no
2002,wan,3.800,brown,no
2003,wander,3.670,verbnet+brown+wn-primary,yes
2004,analyse,3.470,verbnet+wn-primary,yes
2005,axe,3.790,wn-primary,no
2006,bulletin,3.790,wn-primary,no
2007,cooperate,3.790,verbnet+brown+wn-primary,yes
2008,curb,3.790,verbnet+brown+wn-primary,no
2009,destine,1.720,brown+wn-primary,no
2010,detach,2.990,verbnet+brown+wn-primary,yes
2011,dong,3.790,verbnet+wn-primary,yes
2012,feather,3.690,verbnet+brown+wn-primary,yes
2013,hesitate,3.790,verbnet+brown+wn-primary,no
2014,imprison,2.870,verbnet+brown+wn-primary,yes
2015,neglect,3.790,verbnet+brown+wn-primary,no
2016,populate,2.870,brown+wn-primary,no
2017,prejudice,3.790,brown+wn-primary,no
2018,raven,3.790,wn-primary,no
2019,remake,3.790,verbnet+brown+wn-primary,yes
2020,shrimp,3.790,verbnet,no
2021,slop,2.710,verbnet+brown+wn-primary,yes
2022,stain,3.700,verbnet+brown+wn-primary,yes
2023,stall,3.790,verbnet+brown+wn-primary,no
2024,starve,3.520,brown+wn-primary,no
2025,strap,3.790,verbnet+brown+wn-primary,yes
2026,amend,3.550,brown+wn-primary,no
2027,backpack,3.780,verbnet+wn-primary,yes
2028,buffer,3.780,brown,no
2029,chop,3.770,verbnet+brown+wn-primary,yes
2030,commence,3.590,verbnet+brown+wn-primary,no
2031,compensate,3.780,verbnet+brown+wn-primary,yes
2032,depart,3.670,verbnet+brown+wn-primary,yes
2033,disco,3.780,wn-primary,no
2034,exempt,3.780,wn-primary,no
2035,faint,3.780,verbnet,yes
2036,fin,3.700,brown+wn-primary,no
2037,foam,3.780,verbnet+brown+wn-primary,yes
2038,forge,3.780,verbnet+brown+wn-primary,yes
2039,invalid,3.780,wn-primary,no
2040,jade,3.780,verbnet,yes
2041,nod,3.740,verbnet+brown+wn-primary,yes
2042,notch,3.780,verbnet+brown+wn-primary,yes
2043,parody,3.780,wn-primary,no
2044,worm,3.770,verbnet,yes
2045,audition,3.770,wn-primary,no
2046,bravo,3.770,wn-primary,no
2047,complement,3.770,brown,no
2048,conquer,3.770,verbnet+brown+wn-primary,no
2049,crawl,3.770,verbnet+brown+wn-primary,yes
2050,depict,3.410,verbnet+brown+wn-primary,yes
2051,drown,3.680,verbnet+brown+wn-primary,yes
2052,fulfil,3.550,brown+wn-primary,no
2053,herd,3.770,verbnet+brown+wn-primary,yes
2054,lick,3.770,verbnet+brown+wn-primary,yes
2055,mold,3.770,verbnet+brown+wn-primary,yes
2056,oblige,3.100,verbnet+brown+wn-primary,yes
2057,proclaim,3.270,verbnet+brown+wn-primary,yes
2058,prop,3.770,verbnet+brown,yes
2059,rotate,3.580,verbnet+brown+wn-primary,yes
2060,vein,3.770,verbnet+brown,yes
2061,amuse,3.120,verbnet+brown+wn-primary,yes
2062,behold,3.760,verbnet+brown+wn-primary,yes
2063,betray,3.420,brown+wn-primary,no
2064,brew,3.640,verbnet+wn-primary,yes
2065,bypass,3.760,brown,no
2066,cane,3.760,verbnet,yes
2067,crab,3.760,verbnet+wn-primary,yes
2068,dice,3.760,verbnet+wn-primary,yes
2069,dispatch,3.760,verbnet+brown+wn-primary,yes
2070,foil,3.760,brown+wn-primary,no
2071,ooh,3.760,wn-primary,no
2072,pinch,3.760,verbnet+brown+wn-primary,yes
2073,ping,3.760,verbnet+wn-primary,yes
2074,queer,3.760,wn-primary,no
2075,rebound,3.530,wn-primary,no
2076,reckon,3.760,verbnet+brown+wn-primary,yes
2077,recycle,3.350,wn-primary,no
2078,shelve,2.390,verbnet+wn-primary,yes
2079,summon,3.550,verbnet+brown+wn-primary,yes
2080,transplant,3.760,verbnet+brown+wn-primary,yes
2081,turf,3.760,verbnet,yes
2082,twitch,3.760,verbnet+brown+wn-primary,yes
2083,unveil,3.200,brown+wn-primary,no
2084,accelerate,3.660,verbnet+brown+wn-primary,yes
2085,await,3.630,brown+wn-primary,no
2086,butcher,3.750,verbnet,yes
2087,dwarf,3.750,brown+wn-primary,no
2088,enact,3.430,verbnet+brown+wn-primary,yes
2089,enlist,3.370,verbnet+brown+wn-primary,yes
2090,gore,3.750,wn-primary,no
2091,merge,3.750,verbnet+brown+wn-primary,yes
2092,mesh,3.750,wn-primary,no
2093,mortar,3.750,brown,no
2094,perfume,3.750,verbnet+wn-primary,yes
2095,pyramid,3.750,wn-primary,no
2096,shatter,3.220,verbnet+brown+wn-primary,yes
2097,telescope,3.750,brown+wn-primary,no
2098,temp,3.750,verbnet,yes
2099,terminate,3.650,verbnet+brown+wn-primary,yes
2100,beacon,3.740,wn-primary,no
2101,compass,3.740,wn-primary,no
2102,descend,3.510,verbnet+brown+wn-primary,yes
2103,dwell,3.570,verbnet+brown+wn-primary,yes
2104,enclose,2.770,verbnet+brown+wn-primary,yes
2105,falcon,3.740,wn-primary,no
2106,frighten,3.080,verbnet+brown+wn-primary,yes
2107,groove,3.740,verbnet+wn-primary,yes
2108,hedge,3.740,wn-primary,no
2109,invade,3.610,brown+wn-primary,no
2110,lade,2.100,wn-primary,no
2111,postpone,3.480,verbnet+brown+wn-primary,no
2112,precede,2.860,verbnet+brown+wn-primary,yes
2113,rust,3.740,verbnet+wn-primary,yes
2114,stray,3.740,verbnet+brown+wn-primary,yes
2115,stud,3.740,verbnet+brown,yes
2116,uprise,1.720,wn-primary,no
2117,whisper,3.740,verbnet+brown+wn-primary,yes
2118,bankrupt,3.730,wn-primary,no
2119,blink,3.730,verbnet+brown+wn-primary,yes
2120,coil,3.730,verbnet+wn-primary,yes
2121,covenant,3.730,wn-primary,no
2122,disgrace,3.730,verbnet+wn-primary,yes
2123,excel,3.730,verbnet+wn-primary,no
2124,flex,3.730,verbnet+brown+wn-primary,yes
2125,glove,3.730,verbnet,yes
2126,greet,3.730,verbnet+brown+wn-primary,yes
2127,hose,3.730,verbnet,yes
2128,regain,3.730,verbnet+brown+wn-primary,yes
2129,resemble,3.730,brown+wn-primary,no
2130,retard,3.370,brown+wn-primary,no
2131,revolt,3.730,verbnet+wn-primary,yes
2132,saddle,3.730,verbnet+brown+wn-primary,yes
2133,shrine,3.730,wn-primary,no
2134,shrink,3.730,verbnet+brown+wn-primary,yes
2135,sorrow,3.730,verbnet,yes
2136,stoke,3.730,wn-primary,no
2137,thrive,3.730,verbnet+brown+wn-primary,yes
2138,troll,3.730,verbnet+wn-primary,yes
2139,uncover,3.480,brown+wn-primary,no
2140,vest,3.730,brown+wn-primary,no
2141,weaken,3.490,verbnet+brown+wn-primary,yes
2142,yen,3.730,verbnet+wn-primary,yes
2143,apparel,3.720,wn-primary,no
2144,awaken,3.350,verbnet+brown+wn-primary,yes
2145,brace,3.720,brown+wn-primary,no
2146,choke,3.720,verbnet+brown+wn-primary,yes
2147,conceal,3.520,verbnet+brown+wn-primary,yes
2148,disguise,3.720,verbnet+brown,yes
2149,gi,3.720,wn-primary,no
2150,grease,3.720,verbnet+wn-primary,yes
2151,hulk,3.720,wn-primary,no
2152,jeep,3.720,verbnet,yes
2153,knot,3.720,verbnet+brown+wn-primary,yes
2154,lust,3.720,verbnet+wn-primary,yes
2155,razor,3.720,wn-primary,no
2156,reunite,3.370,verbnet+brown+wn-primary,yes
2157,strive,3.720,brown+wn-primary,no
2158,tile,3.720,verbnet+brown,yes
2159,tow,3.720,verbnet+wn-primary,yes
2160,unarm,0.000,wn-primary,no
2161,vanish,3.390,verbnet+brown+wn-primary,yes
2162,accredit,2.120,verbnet+wn-primary,no
2163,cork,3.710,verbnet,yes
2164,digest,3.710,brown+wn-primary,no
2165,disadvantage,3.710,wn-primary,no
2166,emphasize,3.690,verbnet+brown+wn-primary,no
2167,litter,3.710,verbnet+brown+wn-primary,yes
2168,lump,3.710,verbnet+wn-primary,yes
2169,mushroom,3.630,verbnet,no
2170,pod,3.710,verbnet+wn-primary,yes
2171,recur,2.650,verbnet+brown+wn-primary,yes
2172,salute,3.710,verbnet+brown+wn-primary,yes
2173,scum,3.710,wn-primary,no
2174,slack,3.710,verbnet+wn-primary,yes
2175,stave,3.040,brown+wn-primary,no
2176,acclaim,3.290,verbnet+brown+wn-primary,yes
2177,accumulate,3.480,verbnet+brown+wn-primary,yes
2178,adore,3.700,verbnet+brown+wn-primary,yes
2179,apprentice,3.700,verbnet+wn-primary,yes
2180,beware,3.700,verbnet+brown+wn-primary,yes
2181,chronicle,3.700,verbnet+wn-primary,yes
2182,comprehend,3.700,verbnet+brown+wn-primary,yes
2183,confederate,3.700,verbnet,no
2184,contaminate,2.830,verbnet+brown+wn-primary,yes
2185,crisp,3.700,verbnet,yes
2186,crust,3.700,verbnet,yes
2187,expel,3.260,verbnet+brown+wn-primary,yes
2188,fracture,3.700,verbnet+wn-primary,yes
2189,gaze,3.700,verbnet+brown+wn-primary,yes
2190,gravel,3.700,verbnet+wn-primary,yes
2191,hustle,3.700,verbnet+brown+wn-primary,yes
2192,idle,3.700,brown,no
2193,misunderstand,3.150,verbnet+brown+wn-primary,yes
2194,overlap,3.700,verbnet+brown+wn-primary,no
2195,peek,3.700,verbnet+brown+wn-primary,yes
2196,prank,3.700,wn-primary,no
2197,roar,3.700,verbnet+brown+wn-primary,yes
2198,rot,3.700,verbnet+brown+wn-primary,yes
2199,spear,3.700,verbnet+brown+wn-primary,yes
2200,strand,3.680,brown+wn-primary,no
2201,trench,3.700,verbnet+wn-primary,yes
2202,vow,3.560,brown+wn-primary,no
2203,bead,3.440,verbnet+wn-primary,yes
2204,blaze,3.690,verbnet+brown+wn-primary,yes
2205,chalk,3.690,verbnet,yes
2206,deprive,3.190,verbnet+brown+wn-primary,yes
2207,flock,3.690,verbnet+brown,yes
2208,inject,3.440,verbnet+brown+wn-primary,yes
2209,insure,3.400,verbnet+brown+wn-primary,yes
2210,intrigue,3.360,verbnet+wn-primary,yes
2211,lipstick,3.690,verbnet+wn-primary,yes
2212,manipulate,3.690,verbnet+brown+wn-primary,yes
2213,mourn,3.430,verbnet+brown+wn-primary,yes
2214,preach,3.690,verbnet+brown+wn-primary,yes
2215,scoop,3.690,verbnet+brown,yes
2216,scotch,3.690,wn-primary,no
2217,scrub,3.690,verbnet+brown+wn-primary,yes
2218,sew,3.450,verbnet+brown+wn-primary,yes
2219,simplify,3.460,brown+wn-primary,no
2220,underestimate,3.690,verbnet+brown+wn-primary,yes
2221,wallpaper,3.690,verbnet+wn-primary,yes
2222,bound,4.460,verbnet+brown+wn-primary,yes
2223,exaggerate,3.190,brown+wn-primary,no
2224,freelance,3.680,verbnet,yes
2225,gin,3.680,brown+wn-primary,no
2226,honeymoon,3.680,verbnet+brown+wn-primary,no
2227,impair,2.930,verbnet+brown+wn-primary,yes
2228,jewel,3.680,wn-primary,no
2229,manifest,3.680,verbnet+brown+wn-primary,yes
2230,navigate,3.680,verbnet+wn-primary,yes
2231,pulp,3.680,verbnet,yes
2232,reel,3.680,verbnet+brown+wn-primary,yes
2233,restart,3.680,wn-primary,no
2234,revive,3.680,verbnet+brown+wn-primary,yes
2235,scarf,3.680,wn-primary,no
2236,staple,3.680,verbnet,yes
2237,stereotype,3.430,verbnet+brown+wn-primary,yes
2238,swell,3.640,verbnet+brown+wn-primary,yes
2239,astonish,2.470,verbnet+brown+wn-primary,yes
2240,barrack,2.790,verbnet+wn-primary,yes
2241,bunker,3.670,wn-primary,no
2242,dent,3.670,verbnet+brown,yes
2243,diminish,3.460,verbnet+brown+wn-primary,no
2244,harness,3.670,verbnet+brown+wn-primary,yes
2245,intern,3.670,wn-primary,no
2246,lag,3.670,brown+wn-primary,no
2247,lure,3.670,verbnet+brown,yes
