rank,lemma,zipf_freq,evidence,in_workbook
2512,clap,3.540,verbnet+brown+wn-primary,yes
2513,cringe,3.540,verbnet+brown+wn-primary,yes
2514,defer,3.200,verbnet+brown+wn-primary,no
2515,dunk,3.540,verbnet+wn-primary,yes
2516,ensue,2.910,verbnet+brown+wn-primary,yes
2517,indulge,3.540,brown+wn-primary,no
2518,menace,3.540,verbnet+brown+wn-primary,yes
2519,misuse,3.540,wn-primary,no
2520,mitigate,3.540,verbnet+brown+wn-primary,yes
2521,oyster,3.540,verbnet,no
2522,reboot,3.540,wn-primary,no
2523,rename,3.180,verbnet+brown+wn-primary,yes
2524,skipper,3.540,verbnet,yes
2525,slay,3.350,verbnet+wn-primary,yes
2526,smuggle,3.110,verbnet+brown+wn-primary,yes
2527,stash,3.540,verbnet+wn-primary,yes
2528,stroll,3.540,verbnet+brown+wn-primary,yes
2529,weld,3.330,verbnet+brown+wn-primary,yes
2530,asphalt,3.530,verbnet+wn-primary,yes
2531,bach,3.530,wn-primary,no
2532,beetle,3.530,wn-primary,no
2533,brawl,3.530,verbnet+wn-primary,yes
2534,chevy,3.530,wn-primary,no
2535,comin,3.530,brown,no
2536,conform,3.530,verbnet+brown+wn-primary,no
2537,flourish,3.530,verbnet+brown+wn-primary,yes
2538,hoax,3.530,wn-primary,no
2539,impend,0.000,brown+wn-primary,no
2540,liberate,3.240,verbnet+brown+wn-primary,yes
2541,lurk,3.100,verbnet+brown+wn-primary,yes
2542,madden,3.530,verbnet+wn-primary,yes
2543,maneuver,3.530,brown+wn-primary,no
2544,numb,3.530,verbnet,yes
2545,omit,3.070,verbnet+brown+wn-primary,yes
2546,pawn,3.530,verbnet,yes
2547,persist,3.530,verbnet+brown+wn-primary,yes
2548,personalize,2.690,brown+wn-primary,no
2549,plaster,3.530,verbnet+brown+wn-primary,yes
2550,reap,3.530,verbnet+brown+wn-primary,yes
2551,recess,3.530,brown+wn-primary,no
2552,redeem,3.530,verbnet+brown+wn-primary,yes
2553,sever,3.150,verbnet+brown+wn-primary,yes
2554,snatch,3.530,verbnet+brown+wn-primary,yes
2555,televise,2.220,verbnet+brown+wn-primary,yes
2556,alleviate,3.520,verbnet+brown+wn-primary,yes
2557,cherish,3.520,verbnet+brown+wn-primary,yes
2558,chuckle,3.520,verbnet+brown+wn-primary,yes
2559,civilize,2.060,verbnet+brown+wn-primary,yes
2560,comb,3.520,verbnet+brown+wn-primary,yes
2561,contemplate,3.410,verbnet+brown+wn-primary,no
2562,curl,3.520,verbnet+brown+wn-primary,yes
2563,dart,3.520,verbnet+brown+wn-primary,yes
2564,demolish,3.180,verbnet+brown+wn-primary,yes
2565,disconnect,3.460,verbnet+brown+wn-primary,yes
2566,engrave,2.370,verbnet+brown+wn-primary,yes
2567,formulate,3.230,verbnet+brown+wn-primary,yes
2568,harden,3.520,verbnet+brown+wn-primary,yes
2569,inhabit,3.330,brown+wn-primary,no
2570,overrate,1.960,verbnet+wn-primary,yes
2571,practise,3.520,brown+wn-primary,no
2572,rave,3.520,verbnet+wn-primary,yes
2573,recreate,3.520,verbnet+brown+wn-primary,no
2574,reeve,2.910,verbnet+wn-primary,yes
2575,robe,3.520,verbnet+wn-primary,yes
2576,stool,3.520,wn-primary,no
2577,stricken,3.520,brown,no
2578,tread,3.520,verbnet+brown+wn-primary,yes
2579,acquaint,2.510,verbnet+brown+wn-primary,yes
2580,bleach,3.510,verbnet+brown+wn-primary,yes
2581,collaborate,3.510,verbnet+brown+wn-primary,yes
2582,cuff,3.510,verbnet+wn-primary,yes
2583,discriminate,3.510,verbnet+brown+wn-primary,no
2584,excerpt,3.510,wn-primary,no
2585,fabricate,2.890,verbnet+brown+wn-primary,yes
2586,glamour,3.510,wn-primary,no
2587,inflate,3.010,verbnet+brown+wn-primary,yes
2588,loft,3.510,verbnet+wn-primary,yes
2589,mediate,3.130,wn-primary,no
2590,outlaw,3.510,verbnet+brown,yes
2591,oversee,3.510,verbnet+wn-primary,yes
2592,parachute,3.510,verbnet+wn-primary,yes
2593,provoke,3.500,verbnet+brown+wn-primary,yes
2594,reprint,3.390,wn-primary,no
2595,submerge,2.600,verbnet+brown+wn-primary,yes
2596,syndicate,3.510,wn-primary,no
2597,tighten,3.510,verbnet+brown+wn-primary,yes
2598,usher,3.510,verbnet+brown,yes
2599,adjoin,1.970,verbnet+brown+wn-primary,yes
2600,annex,3.500,verbnet+wn-primary,yes
2601,augment,3.190,verbnet+brown+wn-primary,yes
2602,barge,3.500,verbnet+brown+wn-primary,yes
2603,birch,3.500,verbnet,yes
2604,bong,3.500,wn-primary,no
2605,breastfeed,2.820,verbnet+wn-primary,yes
2606,bribe,3.500,verbnet+brown+wn-primary,yes
2607,buckle,3.500,verbnet+brown+wn-primary,yes
2608,canoe,3.500,verbnet+wn-primary,yes
2609,correlate,3.200,verbnet+brown+wn-primary,yes
2610,cradle,3.500,brown+wn-primary,no
2611,cripple,3.220,verbnet+brown+wn-primary,yes
2612,despise,3.500,verbnet+brown+wn-primary,yes
2613,disperse,3.300,verbnet+brown+wn-primary,yes
2614,embark,3.400,brown+wn-primary,no
2615,enrich,3.300,verbnet+brown+wn-primary,yes
2616,hive,3.500,wn-primary,no
2617,illuminate,3.300,verbnet+brown+wn-primary,yes
2618,implant,3.480,verbnet+wn-primary,yes
2619,indict,2.850,verbnet+wn-primary,no
2620,marcel,3.500,wn-primary,no
2621,multiply,3.500,verbnet+brown+wn-primary,yes
2622,obligate,2.570,verbnet+brown+wn-primary,yes
2623,overload,3.500,verbnet+brown+wn-primary,yes
2624,reconcile,3.500,brown+wn-primary,no
2625,roam,3.460,verbnet+brown+wn-primary,yes
2626,shorten,3.380,verbnet+brown+wn-primary,yes
2627,shovel,3.500,verbnet,yes
2628,stagger,2.820,verbnet+brown+wn-primary,yes
2629,tug,3.500,verbnet+brown+wn-primary,yes
2630,wink,3.500,verbnet+brown+wn-primary,yes
2631,attire,3.490,verbnet+wn-primary,yes
2632,autograph,3.490,verbnet+wn-primary,yes
2633,brag,3.490,verbnet+brown+wn-primary,yes
2634,cheque,3.490,wn-primary,no
2635,cling,3.490,verbnet+brown+wn-primary,yes
2636,coincide,3.490,verbnet+brown+wn-primary,yes
2637,commemorate,3.490,verbnet+brown+wn-primary,yes
2638,diaper,3.490,verbnet,yes
2639,dine,3.490,verbnet+wn-primary,yes
2640,divert,3.420,verbnet+brown+wn-primary,yes
2641,enlighten,3.220,verbnet+brown+wn-primary,yes
2642,flap,3.490,verbnet+brown+wn-primary,yes
2643,graze,3.020,verbnet+brown+wn-primary,yes
2644,hue,3.490,wn-primary,no
2645,interchange,3.490,verbnet+wn-primary,no
2646,lapse,3.490,verbnet+brown+wn-primary,yes
2647,launder,2.740,brown+wn-primary,no
2648,loaf,3.490,verbnet+wn-primary,no
2649,loot,3.490,brown+wn-primary,no
2650,mimic,3.490,wn-primary,no
2651,nasal,3.490,verbnet,yes
2652,overturn,3.220,brown+wn-primary,no
2653,paddle,3.490,verbnet+wn-primary,yes
2654,parrot,3.490,wn-primary,no
2655,peg,3.490,verbnet+wn-primary,yes
2656,plunge,3.490,verbnet+brown+wn-primary,yes
2657,reopen,3.420,verbnet+brown+wn-primary,yes
2658,revoke,3.260,wn-primary,no
2659,sear,2.710,verbnet+brown+wn-primary,yes
2660,shuffle,3.490,verbnet+brown+wn-primary,yes
2661,simulate,3.440,verbnet+brown+wn-primary,no
2662,trance,3.490,wn-primary,no
2663,ape,3.480,wn-primary,no
2664,avalanche,3.480,wn-primary,no
2665,badger,3.480,verbnet+wn-primary,yes
2666,banter,3.480,verbnet+wn-primary,yes
2667,blueprint,3.480,wn-primary,no
2668,confiscate,2.930,verbnet+brown+wn-primary,yes
2669,converse,3.480,verbnet+brown,yes
2670,crib,3.480,wn-primary,no
2671,deter,3.480,verbnet+wn-primary,no
2672,faggot,3.480,wn-primary,no
2673,keynote,3.480,brown+wn-primary,no
2674,ordain,2.480,verbnet+brown+wn-primary,yes
2675,paw,3.480,verbnet+wn-primary,yes
2676,pickle,3.390,verbnet+brown+wn-primary,yes
2677,propel,3.160,brown+wn-primary,no
2678,punt,3.480,verbnet+wn-primary,yes
2679,restrain,3.270,verbnet+brown+wn-primary,no
2680,rinse,3.480,verbnet+brown+wn-primary,yes
2681,scalp,3.480,verbnet+wn-primary,yes
2682,shutter,3.480,verbnet+wn-primary,yes
2683,speculate,3.480,verbnet+brown+wn-primary,yes
2684,squat,3.480,verbnet+brown+wn-primary,yes
2685,stew,3.480,verbnet+wn-primary,yes
2686,sublime,3.480,wn-primary,no
2687,subtitle,3.230,brown+wn-primary,no
2688,waive,3.240,wn-primary,no
2689,wharf,3.480,verbnet+wn-primary,yes
2690,aggravate,2.800,verbnet+brown+wn-primary,yes
2691,cascade,3.470,verbnet+brown+wn-primary,yes
2692,centralize,2.420,verbnet+brown+wn-primary,yes
2693,char,3.470,verbnet+wn-primary,yes
2694,concord,3.470,wn-primary,no
2695,crate,3.470,verbnet+wn-primary,yes
2696,denounce,3.240,verbnet+brown+wn-primary,yes
2697,dilute,3.180,verbnet+brown+wn-primary,yes
2698,eddy,3.470,verbnet+wn-primary,yes
2699,funnel,3.470,verbnet,yes
2700,gloss,3.470,wn-primary,no
2701,graft,3.470,verbnet+wn-primary,no
2702,halve,2.600,verbnet+wn-primary,yes
2703,heighten,2.840,verbnet+brown+wn-primary,yes
2704,hush,3.470,verbnet+wn-primary,yes
2705,leash,3.470,verbnet,yes
2706,relegate,2.470,brown+wn-primary,no
2707,rethink,3.470,wn-primary,no
2708,rewrite,3.470,brown+wn-primary,no
2709,slit,3.470,verbnet+brown+wn-primary,yes
2710,sob,3.270,verbnet+brown,yes
2711,throttle,3.470,verbnet+wn-primary,yes
2712,unleash,3.410,verbnet+brown+wn-primary,yes
2713,advert,3.460,verbnet+wn-primary,no
2714,appal,1.630,wn-primary,no
2715,applaud,3.460,verbnet+brown+wn-primary,yes
2716,baptize,2.680,verbnet+brown+wn-primary,yes
2717,brunch,3.460,verbnet+wn-primary,yes
2718,flatter,3.270,verbnet+brown,yes
2719,garland,3.460,verbnet,yes
2720,horrify,2.130,verbnet+brown+wn-primary,yes
2721,humiliate,3.080,verbnet+wn-primary,yes
2722,implicate,2.840,wn-primary,no
2723,intensify,3.160,verbnet+brown+wn-primary,yes
2724,martyr,3.460,verbnet+wn-primary,yes
2725,peck,3.460,verbnet+brown+wn-primary,yes
2726,plank,3.460,verbnet+wn-primary,yes
2727,plight,3.460,wn-primary,no
2728,preside,2.990,brown+wn-primary,no
2729,raft,3.460,verbnet+wn-primary,yes
2730,rejoice,3.460,verbnet+brown+wn-primary,yes
2731,smear,3.460,verbnet+wn-primary,yes
2732,stabilize,3.460,verbnet+brown+wn-primary,yes
2733,stink,3.460,verbnet+brown+wn-primary,yes
2734,suffice,3.460,brown+wn-primary,no
2735,swat,3.460,verbnet+wn-primary,yes
2736,tangle,3.100,brown+wn-primary,no
2737,tram,3.460,verbnet,yes
2738,astound,2.310,verbnet+brown+wn-primary,yes
2739,beep,3.450,verbnet+wn-primary,yes
2740,bunk,3.450,verbnet+wn-primary,yes
2741,clamp,3.450,verbnet+brown+wn-primary,yes
2742,deplete,2.650,verbnet+wn-primary,yes
2743,endeavour,3.450,wn-primary,no
2744,enroll,3.450,verbnet+brown+wn-primary,no
2745,entrust,2.870,verbnet+brown+wn-primary,yes
2746,gasp,3.450,verbnet+brown+wn-primary,yes
2747,gong,3.450,wn-primary,no
2748,grieve,3.330,verbnet+brown+wn-primary,yes
2749,heed,3.450,verbnet+brown+wn-primary,no
2750,pinnacle,3.450,wn-primary,no
2751,prosper,3.450,verbnet+brown+wn-primary,yes
2752,quake,3.450,verbnet+wn-primary,yes
2753,recap,3.450,verbnet+wn-primary,yes
2754,scramble,3.390,verbnet+brown+wn-primary,yes
2755,sham,3.450,wn-primary,no
2756,shred,3.320,verbnet+brown+wn-primary,yes
2757,soothe,3.180,verbnet+brown+wn-primary,yes
2758,spawn,3.380,verbnet+wn-primary,yes
2759,specialise,2.830,wn-primary,no
2760,stump,3.450,verbnet+wn-primary,yes
2761,subordinate,3.450,brown,no
2762,unfold,3.450,verbnet+brown+wn-primary,yes
2763,acquit,2.580,verbnet+wn-primary,no
2764,berth,3.440,verbnet+wn-primary,yes
2765,blackmail,3.440,verbnet+wn-primary,yes
2766,customize,3.270,wn-primary,no
2767,disqualify,2.940,wn-primary,no
2768,diversify,3.160,verbnet+brown+wn-primary,yes
2769,dusk,3.440,wn-primary,no
2770,enchant,2.570,verbnet+brown+wn-primary,yes
2771,escalate,3.350,verbnet+wn-primary,yes
2772,hospitalize,1.770,verbnet+wn-primary,yes
2773,lam,3.440,verbnet+wn-primary,yes
2774,lash,3.380,verbnet+brown+wn-primary,yes
2775,paralyze,2.650,verbnet+brown+wn-primary,yes
2776,parry,3.440,wn-primary,no
2777,reclaim,3.440,verbnet+brown+wn-primary,yes
2778,relocate,3.440,wn-primary,no
2779,riddle,3.440,verbnet+brown+wn-primary,yes
2780,sniff,3.440,verbnet+brown+wn-primary,yes
2781,soar,3.390,verbnet+brown+wn-primary,yes
2782,swarm,3.440,verbnet+brown+wn-primary,yes
2783,trolley,3.440,verbnet,yes
2784,widen,3.250,verbnet+brown+wn-primary,yes
2785,ache,3.430,verbnet+brown+wn-primary,yes
2786,bruise,3.180,verbnet+brown+wn-primary,yes
2787,dizzy,3.430,wn-primary,no
2788,fiddle,3.430,verbnet+wn-primary,no
2789,fortify,2.900,verbnet+brown+wn-primary,yes
2790,generalize,2.910,brown+wn-primary,no
2791,grit,3.430,wn-primary,no
2792,hound,3.430,verbnet+wn-primary,yes
2793,limp,3.430,verbnet+brown+wn-primary,yes
2794,linger,3.310,verbnet+brown+wn-primary,yes
2795,migrate,3.430,brown+wn-primary,no
2796,moan,3.370,verbnet+brown+wn-primary,yes
2797,pimp,3.430,wn-primary,no
2798,poise,3.040,brown+wn-primary,no
2799,pouch,3.430,wn-primary,no
2800,rumble,3.430,verbnet+brown+wn-primary,yes
2801,shack,3.430,wn-primary,no
2802,sire,3.430,verbnet+brown,yes
2803,slat,2.350,brown+wn-primary,no
2804,stale,3.430,wn-primary,no
2805,stride,3.430,verbnet+brown+wn-primary,yes
2806,sulfur,3.430,wn-primary,no
2807,wager,3.430,verbnet+wn-primary,yes
2808,whack,3.430,verbnet+wn-primary,yes
2809,whoop,3.200,verbnet+wn-primary,yes
2810,broom,3.420,wn-primary,no
2811,camouflage,3.420,verbnet+brown,yes
2812,defy,3.420,brown+wn-primary,no
2813,denote,3.290,verbnet+brown+wn-primary,yes
2814,encrypt,2.760,wn-primary,no
2815,haze,3.420,wn-primary,no
2816,hitch,3.420,verbnet+brown+wn-primary,yes
2817,invert,2.740,verbnet+brown+wn-primary,yes
2818,lavish,3.420,wn-primary,no
2819,misguide,1.660,verbnet+wn-primary,yes
2820,muster,3.420,brown+wn-primary,no
2821,override,3.420,brown+wn-primary,no
2822,persecute,2.790,verbnet+brown+wn-primary,no
2823,redesign,3.420,wn-primary,no
2824,sediment,3.420,wn-primary,no
2825,ax,3.340,wn-primary,no
2826,bullock,3.410,verbnet,yes
2827,constrain,2.820,verbnet+brown+wn-primary,no
2828,coop,3.410,verbnet,yes
2829,emulate,3.410,brown+wn-primary,no
2830,encompass,3.270,verbnet+brown+wn-primary,yes
2831,endow,2.430,verbnet+brown+wn-primary,yes
2832,fedex,3.410,verbnet,yes
2833,immerse,2.940,verbnet+brown+wn-primary,yes
2834,malt,3.410,wn-primary,no
2835,ratify,2.940,brown+wn-primary,no
2836,revolve,3.240,verbnet+brown+wn-primary,yes
2837,ripple,3.410,verbnet+brown+wn-primary,yes
2838,tumble,3.410,verbnet+brown+wn-primary,yes
2839,weep,3.370,verbnet+brown+wn-primary,yes
2840,characterise,2.640,wn-primary,no
2841,condense,2.710,verbnet+brown+wn-primary,yes
2842,convene,3.040,verbnet+wn-primary,yes
2843,cuddle,3.400,verbnet+wn-primary,yes
2844,daunt,2.040,verbnet+wn-primary,yes
2845,distrust,3.400,verbnet+brown+wn-primary,yes
2846,gorge,3.400,verbnet,yes
2847,harp,3.400,wn-primary,no
2848,localize,2.530,wn-primary,no
2849,modem,3.400,verbnet,yes
2850,optimize,3.330,wn-primary,no
2851,overhear,2.650,verbnet+brown+wn-primary,yes
2852,peril,3.400,wn-primary,no
2853,rampage,3.400,wn-primary,no
2854,reassure,3.300,verbnet+brown+wn-primary,yes
2855,recharge,3.400,verbnet+wn-primary,yes
2856,riff,3.400,wn-primary,no
2857,scrape,3.400,verbnet+wn-primary,yes
2858,shear,3.400,verbnet+brown+wn-primary,yes
2859,snoop,3.400,verbnet+wn-primary,yes
2860,startle,2.690,verbnet+brown+wn-primary,yes
2861,traverse,3.400,verbnet+brown+wn-primary,yes
2862,validate,3.400,brown+wn-primary,no
2863,assassinate,3.200,verbnet+wn-primary,yes
2864,banish,3.070,verbnet+brown+wn-primary,yes
2865,barrage,3.390,wn-primary,no
2866,bestow,2.980,brown+wn-primary,no
2867,counterfeit,3.390,wn-primary,no
2868,dazzle,3.020,verbnet+brown+wn-primary,yes
2869,deceive,3.380,verbnet+brown+wn-primary,yes
2870,eff,3.390,wn-primary,no
2871,encore,3.390,wn-primary,no
2872,err,3.390,brown+wn-primary,no
2873,erupt,2.970,verbnet+brown+wn-primary,yes
2874,evade,3.390,verbnet+brown+wn-primary,no
2875,heist,3.390,wn-primary,no
2876,hinder,3.390,verbnet+brown+wn-primary,no
2877,misplace,2.280,brown+wn-primary,no
2878,mop,3.390,verbnet+brown+wn-primary,yes
2879,ornament,3.320,verbnet+brown+wn-primary,yes
2880,overflow,3.390,brown+wn-primary,no
2881,peep,3.390,verbnet+wn-primary,yes
2882,preface,3.390,wn-primary,no
2883,reborn,3.390,brown,no
2884,refurbish,2.570,wn-primary,no
2885,segregate,2.670,verbnet+brown+wn-primary,yes
2886,sprinkle,3.390,verbnet+brown+wn-primary,yes
2887,spruce,3.390,wn-primary,no
2888,antic,2.330,wn-primary,no
2889,censor,3.360,brown+wn-primary,no
2890,chatter,3.380,verbnet+brown+wn-primary,yes
2891,confer,3.190,verbnet+brown+wn-primary,yes
2892,conn,3.380,wn-primary,no
2893,ditto,3.380,wn-primary,no
2894,encode,2.950,wn-primary,no
2895,flake,3.210,verbnet+wn-primary,yes
2896,gutter,3.380,wn-primary,no
2897,hover,3.260,verbnet+brown+wn-primary,yes
2898,imprint,3.380,verbnet,yes
2899,infuse,2.820,wn-primary,no
2900,inquire,3.380,verbnet+brown+wn-primary,yes
2901,inscribe,2.190,verbnet+brown+wn-primary,yes
2902,insulate,2.830,verbnet+brown+wn-primary,yes
2903,jog,3.300,verbnet+wn-primary,yes
2904,rake,3.380,verbnet+brown+wn-primary,yes
2905,resent,3.380,verbnet+brown+wn-primary,yes
2906,slime,3.380,verbnet+wn-primary,yes
2907,sow,3.380,verbnet+brown+wn-primary,yes
2908,taint,2.980,verbnet+wn-primary,yes
2909,waltz,3.380,verbnet,yes
2910,adorn,3.010,verbnet+brown+wn-primary,yes
2911,anguish,3.370,verbnet+wn-primary,yes
2912,conserve,3.370,brown+wn-primary,no
2913,discontent,3.370,wn-primary,no
2914,douche,3.370,wn-primary,no
2915,dun,3.330,wn-primary,no
2916,dyke,3.370,wn-primary,no
2917,eject,2.990,verbnet+brown+wn-primary,yes
2918,entail,3.210,brown+wn-primary,no
2919,envision,3.170,verbnet+brown+wn-primary,yes
2920,improvise,3.020,verbnet+brown+wn-primary,yes
2921,infest,2.540,verbnet+wn-primary,yes
2922,itch,3.360,verbnet+brown+wn-primary,yes
2923,lessen,3.370,verbnet+brown+wn-primary,yes
2924,loosen,3.370,verbnet+brown+wn-primary,yes
2925,pigment,3.370,wn-primary,no
2926,rein,3.370,brown+wn-primary,no
2927,reuse,3.370,verbnet+wn-primary,yes
2928,subdue,3.060,verbnet+brown+wn-primary,no
2929,tack,3.370,verbnet+brown+wn-primary,yes
2930,ting,3.370,verbnet+wn-primary,yes
2931,umpire,3.370,verbnet+wn-primary,yes
2932,vend,2.000,brown+wn-primary,no
2933,welch,3.370,wn-primary,no
2934,wrench,3.370,verbnet+brown+wn-primary,yes
2935,affirm,3.200,verbnet+brown+wn-primary,yes
2936,baffle,2.720,verbnet+brown+wn-primary,yes
2937,bop,3.360,verbnet+wn-primary,yes
2938,burr,3.360,verbnet,yes
2939,discredit,3.360,brown+wn-primary,no
2940,exert,3.360,verbnet+brown+wn-primary,yes
2941,flatten,2.980,verbnet+brown+wn-primary,yes
2942,fleece,3.360,verbnet+wn-primary,yes
2943,fodder,3.360,wn-primary,no
2944,fumble,3.360,verbnet+brown+wn-primary,yes
2945,giggle,3.350,verbnet+brown+wn-primary,yes
2946,git,3.360,brown,no
2947,glare,3.360,verbnet+brown+wn-primary,yes
2948,hump,3.360,wn-primary,no
2949,mastermind,3.360,wn-primary,no
2950,outsource,2.920,wn-primary,no
2951,overrun,3.360,brown+wn-primary,no
2952,pasture,3.360,verbnet+wn-primary,yes
2953,revisit,3.360,wn-primary,no
2954,slump,3.360,verbnet+brown+wn-primary,yes
2955,soften,3.360,verbnet+brown+wn-primary,yes
2956,subsidize,2.930,brown+wn-primary,no
2957,suction,3.360,verbnet+wn-primary,yes
2958,torment,3.360,verbnet+brown+wn-primary,yes
2959,withhold,3.280,brown+wn-primary,no
2960,agitate,2.640,verbnet+brown+wn-primary,yes
2961,arouse,2.900,verbnet+brown+wn-primary,yes
2962,azure,3.350,wn-primary,no
2963,besiege,2.360,brown+wn-primary,no
2964,bonnet,3.350,wn-primary,no
2965,conjecture,3.350,verbnet,yes
2966,contradict,3.350,brown+wn-primary,no
2967,craze,3.350,brown+wn-primary,no
2968,degrade,3.280,verbnet+brown+wn-primary,yes
2969,deteriorate,3.150,verbnet+brown+wn-primary,yes
2970,elongate,2.780,brown+wn-primary,no
2971,enamel,3.350,verbnet+brown,yes
2972,evict,2.970,verbnet+wn-primary,yes
2973,goggle,2.430,verbnet+wn-primary,yes
2974,ignite,3.350,verbnet+brown+wn-primary,yes
2975,impoverish,1.930,wn-primary,no
2976,jab,3.350,verbnet+brown+wn-primary,yes
2977,lighten,3.350,verbnet+brown+wn-primary,yes
2978,maroon,3.350,wn-primary,no
2979,moor,3.350,verbnet+brown+wn-primary,yes
2980,outnumber,2.980,verbnet+brown+wn-primary,yes
2981,pinpoint,3.350,brown,no
2982,ponder,3.350,verbnet+brown+wn-primary,no
2983,rattle,3.350,verbnet+brown+wn-primary,yes
2984,reinstate,3.090,verbnet+wn-primary,yes
2985,repent,3.350,brown+wn-primary,no
2986,revert,3.350,verbnet+brown+wn-primary,no
2987,summarize,3.230,verbnet+brown+wn-primary,yes
2988,tat,3.350,wn-primary,no
2989,vie,3.350,verbnet+brown+wn-primary,yes
2990,adjourn,2.710,brown+wn-primary,no
2991,amplify,3.160,verbnet+brown+wn-primary,yes
2992,bard,3.340,wn-primary,no
2993,bog,3.340,wn-primary,no
2994,capitalize,3.340,brown+wn-primary,no
2995,covet,2.820,verbnet+brown+wn-primary,yes
2996,crumb,2.970,verbnet+wn-primary,yes
2997,embody,3.170,brown+wn-primary,no
2998,embroider,2.190,verbnet+brown+wn-primary,yes
2999,fume,2.630,verbnet+wn-primary,yes
3000,glaze,3.280,verbnet+brown+wn-primary,yes
3001,hinge,3.320,verbnet+wn-primary,yes
3002,inhibit,3.340,verbnet+brown+wn-primary,no
3003,intoxicate,1.940,verbnet+wn-primary,yes
3004,latch,3.340,verbnet+brown+wn-primary,yes
3005,libel,3.340,wn-primary,no
3006,loom,3.340,verbnet+brown+wn-primary,yes
3007,marginalize,2.380,verbnet+wn-primary,yes
3008,randomize,1.900,wn-primary,no
3009,revere,3.090,verbnet+brown+wn-primary,yes
3010,ridicule,3.340,verbnet+brown+wn-primary,yes
3011,slander,3.340,verbnet+wn-primary,yes
3012,slew,3.340,wn-primary,no
3013,sling,3.340,verbnet+brown+wn-primary,yes
3014,subpoena,3.340,wn-primary,no
3015,thinkin,3.340,brown,no
3016,ante,3.330,wn-primary,no
3017,bloat,2.600,brown+wn-primary,no
3018,degenerate,3.330,verbnet+wn-primary,yes
3019,disdain,3.330,verbnet+brown+wn-primary,yes
3020,enrage,2.380,verbnet+wn-primary,yes
3021,envelop,2.480,verbnet+wn-primary,yes
3022,erode,3.030,verbnet+brown+wn-primary,yes
3023,farce,3.330,wn-primary,no
3024,fling,3.330,verbnet+brown+wn-primary,yes
3025,fudge,3.330,wn-primary,no
3026,glide,3.330,verbnet+brown+wn-primary,yes
3027,grime,3.090,wn-primary,no
3028,grudge,3.330,verbnet+wn-primary,yes
3029,invoke,3.330,brown+wn-primary,no
3030,mend,3.330,brown+wn-primary,no
3031,racket,3.330,wn-primary,no
3032,shrug,3.300,verbnet+brown+wn-primary,yes
3033,treble,3.330,verbnet,yes
3034,vibrate,3.060,verbnet+wn-primary,yes
3035,alligator,3.320,wn-primary,no
3036,calve,1.960,verbnet+brown+wn-primary,yes
3037,cramp,3.040,wn-primary,no
3038,dab,3.320,verbnet+brown+wn-primary,yes
3039,emit,3.250,verbnet+brown+wn-primary,yes
3040,enslave,2.830,verbnet+brown+wn-primary,no
3041,eyewitness,3.320,wn-primary,no
3042,fag,3.320,wn-primary,no
3043,forfeit,3.320,verbnet+brown,yes
3044,hamper,3.260,verbnet+brown+wn-primary,no
3045,inaugurate,2.570,brown+wn-primary,no
3046,kneel,3.240,verbnet+brown+wn-primary,yes
3047,knuckle,3.220,brown+wn-primary,no
3048,manifold,3.320,wn-primary,no
3049,mellow,3.320,verbnet+wn-primary,yes
3050,nip,3.320,verbnet+wn-primary,yes
3051,perish,3.320,verbnet+brown+wn-primary,yes
3052,pervert,3.320,wn-primary,no
3053,pollute,2.860,wn-primary,no
3054,relapse,3.320,wn-primary,no
3055,relish,3.320,verbnet+brown,yes
3056,uplift,3.270,verbnet+wn-primary,yes
3057,vaccinate,2.730,wn-primary,no
3058,wield,3.210,verbnet+brown+wn-primary,no
3059,apprehend,3.020,verbnet+brown+wn-primary,yes
3060,ascend,3.240,verbnet+brown+wn-primary,yes
3061,barb,3.310,brown,no
3062,bolster,3.310,verbnet+brown+wn-primary,yes
3063,bray,3.310,verbnet+wn-primary,yes
3064,categorize,2.920,verbnet+brown+wn-primary,yes
3065,crease,3.310,verbnet+wn-primary,yes
3066,dismantle,3.240,verbnet+wn-primary,yes
3067,dissatisfy,0.000,verbnet+brown+wn-primary,yes
3068,embargo,3.310,wn-primary,no
3069,entrench,2.330,brown+wn-primary,no
3070,finalize,2.890,wn-primary,no
3071,hex,3.310,wn-primary,no
3072,luncheon,3.310,verbnet,yes
3073,muzzle,3.310,verbnet+wn-primary,yes
3074,nurture,3.310,verbnet+wn-primary,yes
3075,prioritize,3.310,wn-primary,no
3076,quarrel,3.310,verbnet+brown+wn-primary,yes
3077,rebate,3.310,wn-primary,no
3078,sicken,2.300,verbnet+brown+wn-primary,yes
3079,silhouette,3.310,brown+wn-primary,no
3080,slug,3.310,verbnet+brown,yes
3081,wrinkle,3.120,verbnet+brown+wn-primary,yes
3082,broaden,3.300,verbnet+brown+wn-primary,yes
3083,commend,3.250,verbnet+brown+wn-primary,yes
3084,commune,3.300,wn-primary,no
3085,coo,3.300,verbnet+wn-primary,yes
3086,fright,3.300,wn-primary,no
3087,gall,3.300,verbnet,yes
3088,gild,2.430,verbnet+brown+wn-primary,yes
3089,jug,3.300,verbnet+wn-primary,yes
3090,masturbate,3.180,wn-primary,no
3091,meddle,2.850,brown+wn-primary,no
3092,overtake,3.300,brown+wn-primary,no
3093,polarize,2.250,verbnet+brown+wn-primary,yes
3094,predetermine,1.680,brown+wn-primary,no
3095,prelude,3.300,wn-primary,no
